,dist,ampl,shield,veloc,Ri,EGM,CFO,height,flash
0,476.26377412328304,34.29364916886041,1,122.03150059195121,69.70631355594425,BW,150.0,12.0,0.0
1,123.73539317386845,34.83215874102657,1,208.8374332317021,48.88532345770458,Young,150.0,12.0,0.0
2,99.02539634516839,58.9842793320066,0,133.84693488756176,46.44672426419184,Love,150.0,12.0,1.0
3,179.91863543500526,35.00515469778581,1,429.37707834092333,31.446572534242577,Anderson,150.0,12.0,0.0
4,196.80816788494658,19.989525221158424,1,115.98446442993493,61.24547668209843,Anderson,150.0,12.0,0.0
5,249.62198805829573,9.261314313625743,1,83.27329582180725,57.392277308222,Love,150.0,12.0,0.0
6,280.89262438449185,29.679766205720114,1,448.32997143116626,45.30233340577354,Love,150.0,12.0,0.0
7,64.97735004178179,36.24554595570825,1,279.5773805258058,41.75181947380455,Wagner,150.0,12.0,1.0
8,217.3917237489227,21.45051422393282,0,495.11354551853293,43.192720909197305,AW,150.0,12.0,0.0
9,375.89858436272584,11.865927288350502,0,211.56112174966202,32.197463743471914,Anderson,150.0,12.0,0.0
10,103.10406441063886,21.26050026610529,0,103.72028135479937,59.77270932018088,Wagner,150.0,12.0,0.0
11,392.0848001226288,21.273560146709155,0,413.427437498228,61.347447973316925,Anderson,150.0,12.0,0.0
12,231.2396277285149,40.138206122493344,0,499.9455609056236,47.049058493172495,BW,150.0,12.0,0.0
13,284.8964565993051,18.160934172382373,1,135.08598993606938,59.362940191459685,Love,150.0,12.0,0.0
14,289.2693134059059,38.08785922941724,0,404.66846055373026,51.407450996935694,Wagner,150.0,12.0,0.0
15,494.66912821494947,13.000656247530367,1,487.4629361013496,29.84230311142893,Love,150.0,12.0,0.0
16,455.24754760410184,31.656655319435448,1,425.30006816558915,47.79835040460344,BW,150.0,12.0,0.0
17,194.8948452960317,37.5277040783849,1,106.35374989604414,61.8088507357659,Love,150.0,12.0,0.0
18,18.163873439738577,33.4546583886091,0,170.9183347959458,51.914671217312915,Young,150.0,12.0,1.0
19,462.95780565028116,61.83995373026882,1,92.37933256944709,39.344705760741064,Young,150.0,12.0,0.0
20,63.48484270923915,21.653409542989678,0,149.49357417288485,40.60132176248342,BW,150.0,12.0,1.0
21,353.62968632023404,25.019352550723646,1,400.3893964702311,38.78093583985918,Love,150.0,12.0,0.0
22,340.19399536171596,105.27895195303259,0,359.9665654712915,26.21008223667714,Love,150.0,12.0,1.0
23,212.64619078582047,37.50234447085927,0,213.09304159258724,35.21237420584063,Young,150.0,12.0,0.0
24,466.766835822547,28.200094333982832,0,264.6556222434833,46.83492199111337,Anderson,150.0,12.0,0.0
25,65.73586169503226,16.86489358159099,1,90.1513111679032,48.88309489744993,Young,150.0,12.0,0.0
26,83.09003231081047,12.218385178801705,1,234.59386921683188,55.22226280357627,Wagner,150.0,12.0,0.0
27,410.5398210660827,45.35794578543137,0,389.4727385137437,63.527084063196874,AW,150.0,12.0,0.0
28,298.8462113290286,26.56492252874905,1,399.8530130073934,41.28990064899172,AW,150.0,12.0,0.0
29,14.610264479935575,42.07843459348327,1,155.75405412717754,60.73227148372782,Anderson,150.0,12.0,1.0
30,225.73029359559305,9.388297096941981,1,472.16500051451635,21.807733662970115,AW,150.0,12.0,0.0
31,3.911405234029386,41.40684234381818,1,232.96286357696832,56.9999177304322,Anderson,150.0,12.0,1.0
32,75.59595881141723,23.612018991044117,0,327.2949100214079,55.19534970112156,Young,150.0,12.0,0.0
33,317.4841977412517,20.14205606558843,1,455.12579324329243,46.90581568299358,Love,150.0,12.0,0.0
34,162.48345248333374,39.1052883330969,1,363.264166231727,67.41178518625078,Love,150.0,12.0,0.0
35,483.6018029623839,34.47963028360642,1,127.95001831011714,43.582266565513315,BW,150.0,12.0,0.0
36,164.67550241748052,48.57707017177762,0,428.2137507472596,39.435522458114264,Love,150.0,12.0,0.0
37,268.0684503083918,23.64971373930675,1,268.30886079533286,59.180178221309966,Love,150.0,12.0,0.0
38,400.4632363276975,53.660223232302556,1,59.939911457201774,59.96850884374556,Love,150.0,12.0,0.0
39,169.59846450985134,12.757630846587544,0,147.03841876584784,61.03264877903368,BW,150.0,12.0,0.0
40,81.64676749616018,18.366749817919935,0,467.0683282350166,65.1944984258515,Love,150.0,12.0,0.0
41,244.44762290027683,18.45356537978229,1,376.4749555250583,46.94493356042898,Love,150.0,12.0,0.0
42,2.4181329811603924,13.77512070959666,0,124.77935056568546,55.81246345092454,Love,150.0,12.0,1.0
43,387.56456926824,21.64976884669563,1,467.2233169153122,63.57335400053015,Young,150.0,12.0,0.0
44,119.82079451238437,45.972683732306365,0,125.33747138410673,44.163157318902904,Wagner,150.0,12.0,1.0
45,418.32006049698447,41.507133343369134,1,359.17063026559674,13.670361601958689,Young,150.0,12.0,0.0
46,490.8891411640892,34.31133835214774,1,193.645298582271,32.52103097523592,Young,150.0,12.0,0.0
47,34.99541036627246,21.015004172420195,0,171.71930284923968,53.26310139935101,BW,150.0,12.0,1.0
48,75.88569385568982,24.652304434898472,0,172.78745506093128,53.803620006127574,Love,150.0,12.0,0.0
49,378.280470008963,17.764702014213814,0,447.593227072065,56.60399901169974,Young,150.0,12.0,0.0
50,174.64766333442572,26.093951597591442,1,387.61496383260675,52.83779586840784,Love,150.0,12.0,0.0
51,499.3069570499733,67.58499566063813,1,155.95541587794926,70.54946379522417,Anderson,150.0,12.0,0.0
52,156.18782311140444,16.366539969128638,1,83.74769677714484,40.777832658670654,Wagner,150.0,12.0,0.0
53,449.238274220161,10.671559440388426,1,410.0643279995855,76.50054379662535,Love,150.0,12.0,0.0
54,172.34155024355496,28.04876050407336,0,157.3685015990893,43.131220413628355,Anderson,150.0,12.0,0.0
55,46.9552077214277,42.802781420484315,0,159.31483251139554,58.245485212310086,Wagner,150.0,12.0,1.0
56,89.77331832917335,46.49708295972148,0,143.22019217669495,46.69883338236792,BW,150.0,12.0,1.0
57,434.4163830917068,14.914416583086581,1,189.46277664515281,30.007497771697032,Anderson,150.0,12.0,0.0
